optimizer_type,problem_type,learning_rate,num_epochs,batch_size,epsilon,delta,clip_bound,seed
adam,3,1e-06,500,128,10,1e-05,1.0,71
adam,3,0.0001,250,128,5,1e-05,1.0,71
adam,3,1e-06,250,128,10,1e-05,1.0,92
adam,3,1e-05,500,128,5,1e-05,1.0,51
adam,3,0.001,250,128,10,1e-05,1.0,71
adam,3,0.001,500,128,5,1e-05,1.0,51
adam,3,0.0001,250,128,10,1e-05,1.0,92
adam,3,0.001,500,256,5,1e-05,1.0,92
adam,3,1e-05,500,256,5,1e-05,1.0,51
adam,3,0.0001,250,256,5,1e-05,1.0,71
adam,3,1e-06,500,128,10,1e-05,1.0,14
adam,3,0.0001,250,256,10,1e-05,1.0,71
adam,3,0.001,500,128,5,1e-05,1.0,71
adam,3,1e-05,250,128,1,1e-05,1.0,51
adam,3,1e-05,250,128,5,1e-05,1.0,51
adam,3,0.001,500,256,5,1e-05,1.0,51
adam,3,1e-06,250,256,10,1e-05,1.0,14
adam,3,1e-05,500,256,10,1e-05,1.0,71
adam,3,1e-06,500,256,10,1e-05,1.0,71
adam,3,0.0001,250,256,5,1e-05,1.0,51
adam,3,0.001,500,128,1,1e-05,1.0,71
adam,3,0.0001,250,128,10,1e-05,1.0,51
adam,3,0.001,250,256,1,1e-05,1.0,71
adam,3,0.001,500,256,10,1e-05,1.0,92
adam,3,0.001,250,128,1,1e-05,1.0,71
adam,3,0.001,250,128,10,1e-05,1.0,14
adam,3,0.001,500,128,1,1e-05,1.0,92
adam,3,1e-05,500,128,10,1e-05,1.0,71
adam,3,1e-06,250,128,1,1e-05,1.0,51
adam,3,1e-06,250,256,1,1e-05,1.0,71
adam,3,0.0001,500,128,5,1e-05,1.0,14
adam,3,1e-05,500,128,10,1e-05,1.0,51
adam,3,1e-06,500,256,5,1e-05,1.0,14
adam,3,1e-06,500,256,1,1e-05,1.0,51
adam,3,0.001,250,128,10,1e-05,1.0,51
adam,3,1e-05,250,256,10,1e-05,1.0,51
adam,3,0.0001,250,256,1,1e-05,1.0,51
adam,3,0.001,500,128,5,1e-05,1.0,92
adam,3,1e-05,250,128,10,1e-05,1.0,14
adam,3,0.001,250,256,5,1e-05,1.0,14
adam,3,1e-06,250,256,10,1e-05,1.0,51
adam,3,0.001,500,256,5,1e-05,1.0,14
adam,3,1e-05,500,256,1,1e-05,1.0,92
adam,3,1e-05,250,128,1,1e-05,1.0,92
adam,3,0.0001,500,256,1,1e-05,1.0,71
adam,3,0.0001,250,128,1,1e-05,1.0,51
adam,3,0.0001,500,256,10,1e-05,1.0,51
adam,3,1e-05,250,256,5,1e-05,1.0,92
adam,3,1e-06,250,256,1,1e-05,1.0,14
adam,3,1e-05,250,128,10,1e-05,1.0,71
adam,3,0.0001,500,256,5,1e-05,1.0,14
adam,3,1e-05,500,128,1,1e-05,1.0,92
adam,3,1e-05,250,128,10,1e-05,1.0,92
adam,3,0.001,250,128,1,1e-05,1.0,51
adam,3,0.0001,250,128,10,1e-05,1.0,14
adam,3,1e-05,250,256,1,1e-05,1.0,14
adam,3,0.001,500,256,10,1e-05,1.0,14
adam,3,0.0001,500,128,10,1e-05,1.0,71
adam,3,1e-06,250,128,5,1e-05,1.0,71
adam,3,0.001,500,256,10,1e-05,1.0,71
adam,3,0.0001,500,256,10,1e-05,1.0,14
adam,3,1e-06,500,256,5,1e-05,1.0,92
adam,3,1e-05,500,256,10,1e-05,1.0,14
adam,3,0.001,500,128,5,1e-05,1.0,14
adam,3,0.0001,250,256,5,1e-05,1.0,14
adam,3,0.001,250,128,1,1e-05,1.0,92
adam,3,0.0001,500,256,10,1e-05,1.0,92
adam,3,0.0001,500,128,5,1e-05,1.0,71
adam,3,1e-05,250,128,1,1e-05,1.0,71
adam,3,0.001,500,256,1,1e-05,1.0,51
adam,3,1e-05,500,128,1,1e-05,1.0,71
adam,3,1e-05,250,256,10,1e-05,1.0,71
adam,3,0.0001,500,256,5,1e-05,1.0,92
adam,3,1e-06,500,128,1,1e-05,1.0,14
adam,3,1e-06,250,256,1,1e-05,1.0,92
adam,3,0.001,250,256,1,1e-05,1.0,14
adam,3,0.001,250,128,1,1e-05,1.0,14
adam,3,0.0001,250,128,1,1e-05,1.0,92
adam,3,1e-06,500,128,1,1e-05,1.0,92
adam,3,0.0001,500,128,1,1e-05,1.0,14
adam,3,1e-06,500,256,10,1e-05,1.0,51
adam,3,1e-06,500,256,5,1e-05,1.0,51
adam,3,0.0001,500,256,5,1e-05,1.0,71
adam,3,1e-06,250,256,5,1e-05,1.0,51
adam,3,0.001,250,256,1,1e-05,1.0,51
adam,3,1e-06,250,256,10,1e-05,1.0,92
adam,3,0.0001,500,128,1,1e-05,1.0,51
adam,3,0.0001,500,128,1,1e-05,1.0,92
adam,3,0.0001,250,256,1,1e-05,1.0,71
adam,3,0.0001,250,128,5,1e-05,1.0,14
adam,3,0.001,500,256,1,1e-05,1.0,71
adam,3,0.0001,250,256,1,1e-05,1.0,14
adam,3,0.001,250,128,5,1e-05,1.0,14
adam,3,1e-05,250,128,10,1e-05,1.0,51
adam,3,0.0001,500,256,5,1e-05,1.0,51
adam,3,0.0001,500,256,1,1e-05,1.0,14
adam,3,1e-05,500,128,10,1e-05,1.0,14
adam,3,1e-05,250,256,10,1e-05,1.0,92
adam,3,1e-06,500,128,10,1e-05,1.0,51
adam,3,0.001,500,128,1,1e-05,1.0,51
adam,3,0.001,250,128,10,1e-05,1.0,92
adam,3,1e-06,500,256,1,1e-05,1.0,14
adam,3,0.0001,250,128,10,1e-05,1.0,71
adam,3,1e-06,500,256,5,1e-05,1.0,71
adam,3,0.001,250,256,5,1e-05,1.0,92
adam,3,1e-05,500,256,5,1e-05,1.0,92
adam,3,1e-05,500,256,5,1e-05,1.0,71
adam,3,1e-05,250,256,1,1e-05,1.0,92
adam,3,1e-06,500,256,10,1e-05,1.0,14
adam,3,0.001,250,256,10,1e-05,1.0,71
adam,3,1e-05,500,128,10,1e-05,1.0,92
adam,3,0.0001,500,128,5,1e-05,1.0,51
adam,3,0.0001,500,128,10,1e-05,1.0,92
adam,3,1e-05,250,128,5,1e-05,1.0,71
adam,3,1e-06,250,128,10,1e-05,1.0,14
adam,3,1e-06,500,128,1,1e-05,1.0,51
adam,3,0.001,500,128,10,1e-05,1.0,51
adam,3,1e-06,250,256,5,1e-05,1.0,92
adam,3,0.0001,250,128,5,1e-05,1.0,92
adam,3,0.0001,250,256,5,1e-05,1.0,92
adam,3,1e-05,500,256,10,1e-05,1.0,92
adam,3,1e-05,250,256,5,1e-05,1.0,14
adam,3,0.0001,250,128,1,1e-05,1.0,14
adam,3,1e-06,250,256,5,1e-05,1.0,71
adam,3,1e-06,250,256,1,1e-05,1.0,51
adam,3,0.001,250,256,10,1e-05,1.0,51
adam,3,0.0001,500,256,1,1e-05,1.0,92
adam,3,1e-05,250,128,5,1e-05,1.0,14
adam,3,0.0001,500,128,5,1e-05,1.0,92
adam,3,0.0001,250,128,5,1e-05,1.0,51
adam,3,0.001,500,256,1,1e-05,1.0,14
adam,3,1e-05,500,128,1,1e-05,1.0,51
adam,3,1e-05,500,256,10,1e-05,1.0,51
adam,3,1e-05,500,256,1,1e-05,1.0,14
adam,3,0.0001,500,256,10,1e-05,1.0,71
adam,3,1e-05,250,256,10,1e-05,1.0,14
adam,3,1e-05,250,256,5,1e-05,1.0,71
adam,3,0.0001,250,256,10,1e-05,1.0,14
adam,3,1e-06,500,128,10,1e-05,1.0,92
adam,3,1e-05,500,256,5,1e-05,1.0,14
adam,3,0.001,500,128,10,1e-05,1.0,92
adam,3,1e-05,250,256,1,1e-05,1.0,71
adam,3,1e-05,250,128,1,1e-05,1.0,14
adam,3,0.001,250,256,5,1e-05,1.0,51
adam,3,0.0001,250,256,1,1e-05,1.0,92
adam,3,1e-06,250,128,5,1e-05,1.0,14
adam,3,0.001,250,128,5,1e-05,1.0,71
adam,3,1e-06,250,128,1,1e-05,1.0,92
adam,3,0.0001,500,128,10,1e-05,1.0,14
adam,3,0.0001,500,128,1,1e-05,1.0,71
sgd,3,0.001,250,256,10,1e-05,1.0,14
sgd,3,0.1,500,128,1,1e-05,1.0,71
sgd,3,1.0,500,256,1,1e-05,1.0,92
sgd,3,0.001,500,128,1,1e-05,1.0,14
sgd,3,0.001,250,256,5,1e-05,1.0,71
sgd,3,1.0,250,256,5,1e-05,1.0,71
sgd,3,1.0,250,256,1,1e-05,1.0,92
sgd,3,0.001,500,128,10,1e-05,1.0,14
sgd,3,0.01,250,256,1,1e-05,1.0,71
sgd,3,0.001,250,256,1,1e-05,1.0,92
sgd,3,0.1,500,256,1,1e-05,1.0,51
sgd,3,0.01,500,128,5,1e-05,1.0,51
sgd,3,1.0,250,256,10,1e-05,1.0,71
sgd,3,0.1,250,128,1,1e-05,1.0,71
sgd,3,1.0,250,256,5,1e-05,1.0,92
sgd,3,1.0,500,128,10,1e-05,1.0,14
sgd,3,0.01,250,256,5,1e-05,1.0,71
sgd,3,0.1,250,256,5,1e-05,1.0,14
sgd,3,0.001,500,256,10,1e-05,1.0,51
sgd,3,1.0,250,128,1,1e-05,1.0,71
sgd,3,0.01,500,128,1,1e-05,1.0,71
sgd,3,0.001,250,256,10,1e-05,1.0,92
sgd,3,0.001,500,256,5,1e-05,1.0,71
sgd,3,1.0,500,128,5,1e-05,1.0,71
sgd,3,0.001,500,128,10,1e-05,1.0,71
sgd,3,0.1,500,256,1,1e-05,1.0,92
sgd,3,0.001,250,128,5,1e-05,1.0,51
sgd,3,0.1,500,256,10,1e-05,1.0,92
sgd,3,0.01,500,128,1,1e-05,1.0,51
sgd,3,1.0,250,256,1,1e-05,1.0,14
sgd,3,0.001,500,256,1,1e-05,1.0,92
sgd,3,1.0,500,128,5,1e-05,1.0,51
sgd,3,0.1,500,128,5,1e-05,1.0,92
sgd,3,1.0,500,256,10,1e-05,1.0,14
sgd,3,0.001,250,128,5,1e-05,1.0,92
sgd,3,1.0,250,128,5,1e-05,1.0,92
sgd,3,0.01,250,256,1,1e-05,1.0,92
sgd,3,0.01,500,128,10,1e-05,1.0,51
sgd,3,0.001,250,128,10,1e-05,1.0,71
sgd,3,0.1,250,256,1,1e-05,1.0,51
sgd,3,0.001,500,128,5,1e-05,1.0,51
sgd,3,1.0,250,256,1,1e-05,1.0,71
sgd,3,1.0,250,256,5,1e-05,1.0,14
sgd,3,0.001,500,256,5,1e-05,1.0,92
sgd,3,0.1,250,128,10,1e-05,1.0,71
sgd,3,0.001,500,128,5,1e-05,1.0,71
sgd,3,0.001,500,256,5,1e-05,1.0,51
sgd,3,1.0,500,128,10,1e-05,1.0,92
sgd,3,0.001,500,128,1,1e-05,1.0,71
sgd,3,0.1,500,128,10,1e-05,1.0,14
sgd,3,0.001,250,256,1,1e-05,1.0,71
sgd,3,0.001,500,256,10,1e-05,1.0,92
sgd,3,0.01,250,256,10,1e-05,1.0,51
sgd,3,0.001,250,128,1,1e-05,1.0,71
sgd,3,0.001,250,128,10,1e-05,1.0,14
sgd,3,0.001,500,128,1,1e-05,1.0,92
sgd,3,1.0,500,256,1,1e-05,1.0,51
sgd,3,0.1,500,256,1,1e-05,1.0,71
sgd,3,0.1,250,256,1,1e-05,1.0,92
sgd,3,0.1,250,256,10,1e-05,1.0,92
sgd,3,1.0,250,128,10,1e-05,1.0,71
sgd,3,1.0,500,128,1,1e-05,1.0,51
sgd,3,0.01,250,128,10,1e-05,1.0,51
sgd,3,0.001,250,128,10,1e-05,1.0,51
sgd,3,0.001,500,128,5,1e-05,1.0,92
sgd,3,1.0,500,128,1,1e-05,1.0,92
sgd,3,1.0,500,256,1,1e-05,1.0,14
sgd,3,0.01,250,128,10,1e-05,1.0,92
sgd,3,0.001,250,256,5,1e-05,1.0,14
sgd,3,0.1,500,256,5,1e-05,1.0,92
sgd,3,0.1,250,128,1,1e-05,1.0,14
sgd,3,1.0,250,128,10,1e-05,1.0,51
sgd,3,0.01,250,256,10,1e-05,1.0,14
sgd,3,1.0,500,256,5,1e-05,1.0,51
sgd,3,1.0,500,256,10,1e-05,1.0,51
sgd,3,0.001,500,256,5,1e-05,1.0,14
sgd,3,0.1,250,128,10,1e-05,1.0,14
sgd,3,1.0,250,256,10,1e-05,1.0,92
sgd,3,0.01,250,256,10,1e-05,1.0,92
sgd,3,1.0,250,128,1,1e-05,1.0,92
sgd,3,0.1,250,256,10,1e-05,1.0,14
sgd,3,0.01,250,128,5,1e-05,1.0,92
sgd,3,0.01,500,128,10,1e-05,1.0,71
sgd,3,0.1,500,128,10,1e-05,1.0,51
sgd,3,0.1,500,256,10,1e-05,1.0,14
sgd,3,0.01,500,128,1,1e-05,1.0,14
sgd,3,0.001,250,128,1,1e-05,1.0,51
sgd,3,0.01,500,256,5,1e-05,1.0,14
sgd,3,0.1,500,256,5,1e-05,1.0,14
sgd,3,0.001,500,256,10,1e-05,1.0,14
sgd,3,0.1,500,128,5,1e-05,1.0,51
sgd,3,0.1,500,128,10,1e-05,1.0,71
sgd,3,0.1,500,128,1,1e-05,1.0,92
sgd,3,0.1,250,128,5,1e-05,1.0,51
sgd,3,0.01,500,256,5,1e-05,1.0,51
sgd,3,0.01,500,256,10,1e-05,1.0,92
sgd,3,0.001,500,256,10,1e-05,1.0,71
sgd,3,0.1,250,256,10,1e-05,1.0,51
sgd,3,0.01,500,256,10,1e-05,1.0,71
sgd,3,0.1,500,128,5,1e-05,1.0,71
sgd,3,0.001,500,128,5,1e-05,1.0,14
sgd,3,0.01,250,256,1,1e-05,1.0,14
sgd,3,0.01,500,256,1,1e-05,1.0,51
sgd,3,0.01,500,128,10,1e-05,1.0,92
sgd,3,0.01,250,256,1,1e-05,1.0,51
sgd,3,1.0,500,128,5,1e-05,1.0,92
sgd,3,1.0,250,128,10,1e-05,1.0,14
sgd,3,0.01,250,128,10,1e-05,1.0,71
sgd,3,0.001,250,128,1,1e-05,1.0,92
sgd,3,0.01,250,128,1,1e-05,1.0,51
sgd,3,0.1,250,256,5,1e-05,1.0,71
sgd,3,0.1,500,256,1,1e-05,1.0,14
sgd,3,0.1,250,128,10,1e-05,1.0,92
sgd,3,0.01,250,256,5,1e-05,1.0,51
sgd,3,0.1,250,128,1,1e-05,1.0,51
sgd,3,0.1,250,128,10,1e-05,1.0,51
sgd,3,0.1,500,256,5,1e-05,1.0,71
sgd,3,0.001,500,256,1,1e-05,1.0,51
sgd,3,0.1,250,128,1,1e-05,1.0,92
sgd,3,0.1,500,256,10,1e-05,1.0,71
sgd,3,1.0,250,128,10,1e-05,1.0,92
sgd,3,0.001,250,256,1,1e-05,1.0,14
sgd,3,0.001,250,128,1,1e-05,1.0,14
sgd,3,1.0,500,128,10,1e-05,1.0,71
sgd,3,0.1,250,128,5,1e-05,1.0,92
sgd,3,0.1,250,128,5,1e-05,1.0,14
sgd,3,1.0,500,256,1,1e-05,1.0,71
sgd,3,1.0,500,256,10,1e-05,1.0,92
sgd,3,0.01,500,128,10,1e-05,1.0,14
sgd,3,1.0,500,128,10,1e-05,1.0,51
sgd,3,0.01,500,128,5,1e-05,1.0,92
sgd,3,1.0,250,128,1,1e-05,1.0,14
sgd,3,0.1,250,256,1,1e-05,1.0,14
sgd,3,0.01,500,256,10,1e-05,1.0,51
sgd,3,0.001,250,256,1,1e-05,1.0,51
sgd,3,0.01,250,128,10,1e-05,1.0,14
sgd,3,1.0,250,256,10,1e-05,1.0,14
sgd,3,0.01,250,128,1,1e-05,1.0,71
sgd,3,0.1,500,128,1,1e-05,1.0,14
sgd,3,0.001,500,256,1,1e-05,1.0,71
sgd,3,1.0,250,128,5,1e-05,1.0,71
sgd,3,0.01,250,128,1,1e-05,1.0,92
sgd,3,0.001,250,128,5,1e-05,1.0,14
sgd,3,0.1,500,128,10,1e-05,1.0,92
sgd,3,1.0,250,256,10,1e-05,1.0,51
sgd,3,0.01,250,256,5,1e-05,1.0,14
sgd,3,0.001,500,128,1,1e-05,1.0,51
sgd,3,1.0,250,256,5,1e-05,1.0,51
sgd,3,0.1,500,256,10,1e-05,1.0,51
sgd,3,0.001,250,128,10,1e-05,1.0,92
sgd,3,0.01,250,256,5,1e-05,1.0,92
sgd,3,1.0,500,128,1,1e-05,1.0,14
sgd,3,0.1,250,256,5,1e-05,1.0,51
sgd,3,0.1,500,128,1,1e-05,1.0,51
sgd,3,0.001,250,256,5,1e-05,1.0,92
sgd,3,0.1,250,128,5,1e-05,1.0,71
sgd,3,0.001,250,256,10,1e-05,1.0,71
sgd,3,0.1,250,256,1,1e-05,1.0,71
sgd,3,1.0,250,256,1,1e-05,1.0,51
sgd,3,0.01,250,128,5,1e-05,1.0,14
sgd,3,0.1,250,256,5,1e-05,1.0,92
sgd,3,0.001,500,128,10,1e-05,1.0,51
sgd,3,0.01,500,256,1,1e-05,1.0,92
sgd,3,0.01,250,256,10,1e-05,1.0,71
sgd,3,1.0,250,128,1,1e-05,1.0,51
sgd,3,0.01,500,128,5,1e-05,1.0,14
sgd,3,0.01,250,128,5,1e-05,1.0,51
sgd,3,1.0,500,256,5,1e-05,1.0,71
sgd,3,0.001,250,256,10,1e-05,1.0,51
sgd,3,1.0,500,128,1,1e-05,1.0,71
sgd,3,0.01,500,256,5,1e-05,1.0,92
sgd,3,1.0,500,128,5,1e-05,1.0,14
sgd,3,1.0,500,256,10,1e-05,1.0,71
sgd,3,0.01,500,256,1,1e-05,1.0,71
sgd,3,0.01,250,128,5,1e-05,1.0,71
sgd,3,1.0,250,128,5,1e-05,1.0,51
sgd,3,1.0,500,256,5,1e-05,1.0,14
sgd,3,0.001,500,256,1,1e-05,1.0,14
sgd,3,0.01,250,128,1,1e-05,1.0,14
sgd,3,1.0,250,128,5,1e-05,1.0,14
sgd,3,0.1,250,256,10,1e-05,1.0,71
sgd,3,0.01,500,256,1,1e-05,1.0,14
sgd,3,0.1,500,128,5,1e-05,1.0,14
sgd,3,0.01,500,128,5,1e-05,1.0,71
sgd,3,0.01,500,256,5,1e-05,1.0,71
sgd,3,0.001,500,128,10,1e-05,1.0,92
sgd,3,0.001,250,256,5,1e-05,1.0,51
sgd,3,0.01,500,128,1,1e-05,1.0,92
sgd,3,1.0,500,256,5,1e-05,1.0,92
sgd,3,0.001,250,128,5,1e-05,1.0,71
sgd,3,0.01,500,256,10,1e-05,1.0,14
sgd,3,0.1,500,256,5,1e-05,1.0,51
